,AgeAsOfSale,AgeGarageAsOfSale,Alley,BedroomAbvGr,BldgType,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFullBath,CentralAir,Condition1,ConditionIndex,EnclosedPorch,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageFinish,GarageType,GoodOpenPorch,GoodScreenPorch,GoodWoodDeck,HalfBath,HasAGoodPool,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotAreaGood,LotConfig,LotShape,MSSubClass,MSZoning,MasVnrType,MiscFeature,Neighborhood,PavedDrive,QualIndex,RoofStyle,SaleCondition,SalePrice,SoldIn2008,Street,TotRmsAbvGrd,Utilities,YearsSinceRemod
304,42,0.0,None,2,1Fam,No,Rec,Unf,1.0,Y,Feedr,20,260,BrkComm,Brk Cmn,MnPrv,,0,CBlock,1,Typ,2.0,Unf,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,60,Gable,Normal,,0,Pave,5,AllPub,42
305,48,0.0,None,3,1Fam,No,Rec,Unf,1.0,Y,Norm,24,0,MetalSd,MetalSd,GdPrv,TA,1,CBlock,2,Typ,2.0,RFn,Attchd,0,1,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,IR1,20,RL,BrkFace,None,NAmes,Y,56,Hip,Normal,,0,Pave,6,AllPub,48
306,43,0.0,None,2,1Fam,No,ALQ,Unf,1.0,Y,Norm,24,0,MetalSd,MetalSd,GdWo,Gd,2,CBlock,2,Typ,2.0,Unf,Attchd,1,1,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,BrkFace,None,NAmes,Y,58,Gable,Normal,,0,Pave,5,AllPub,1
307,53,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,None,,0,CBlock,1,Typ,1.0,RFn,Attchd,0,0,1,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,47,Gable,Normal,,0,Pave,6,AllPub,53
308,49,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,22,203,Plywood,Plywood,None,Gd,2,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,BrkFace,None,NAmes,Y,69,Gable,Normal,,0,Pave,5,AllPub,49
309,50,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,20,0,MetalSd,MetalSd,None,,0,CBlock,2,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,None,None,NAmes,Y,60,Hip,Normal,,0,Pave,6,AllPub,11
310,53,0.0,None,3,1Fam,No,Rec,BLQ,0.0,Y,Norm,20,120,BrkFace,BrkFace,GdWo,,0,CBlock,1,Typ,1.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,45,Gable,Abnorml,,0,Pave,6,AllPub,53
311,54,0.0,None,3,1Fam,No,Rec,LwQ,0.0,Y,Norm,22,0,AsbShng,AsbShng,GdWo,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,0,1,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,47,Gable,Normal,,0,Pave,6,AllPub,54
312,53,0.0,None,3,1Fam,No,Rec,LwQ,1.0,Y,Norm,20,140,Plywood,Plywood,None,Gd,2,CBlock,1,Typ,1.0,Unf,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,Reg,20,RL,None,None,NAmes,Y,36,Gable,Family,,0,Pave,6,AllPub,53
313,51,0.0,None,4,Duplex,No,Unf,Unf,0.0,Y,Norm,22,0,Wd Sdng,Wd Sdng,None,,0,PConc,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,2,Lvl,Gtl,1,Inside,Reg,90,RL,BrkFace,None,NAmes,Y,45,Hip,Normal,,0,Pave,8,AllPub,51
314,55,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,CulDSac,IR1,20,RL,BrkFace,None,NAmes,Y,56,Hip,Normal,,0,Pave,6,AllPub,55
315,58,0.0,None,2,1Fam,No,Rec,Unf,0.0,Y,Norm,20,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,2.0,Unf,Basment,0,1,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,Reg,20,RL,None,None,NAmes,Y,45,Hip,Normal,,0,Pave,5,AllPub,58
316,64,0.0,None,2,1Fam,No,BLQ,Unf,1.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,30,RL,None,None,NAmes,Y,43,Gable,Normal,,0,Pave,4,AllPub,59
317,57,0.0,None,2,1Fam,No,GLQ,Unf,1.0,Y,Norm,22,0,Wd Sdng,Wd Sdng,MnPrv,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,49,Hip,Normal,,0,Pave,5,AllPub,4
318,56,0.0,None,2,1Fam,None,None,None,0.0,Y,Norm,15,100,Wd Sdng,Wd Sdng,MnPrv,,0,Slab,1,Typ,1.0,Fin,Attchd,0,0,1,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,40,Hip,Normal,,0,Pave,7,AllPub,56
319,61,0.0,None,3,1Fam,Mn,ALQ,Unf,1.0,Y,Artery,24,134,WdShing,Wd Shng,GdWo,Gd,1,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,Reg,60,RL,None,None,NAmes,Y,69,Gable,Normal,,0,Pave,6,AllPub,10
320,59,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,GdWo,,0,CBlock,1,Typ,1.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,45,Gable,Normal,,0,Pave,6,AllPub,59
321,51,0.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,OldTown,Y,27,Gable,Normal,,0,Pave,4,AllPub,51
322,70,0.0,None,4,1Fam,No,Unf,Unf,0.0,Y,Norm,26,128,VinylSd,VinylSd,None,,0,BrkTil,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,2,Inside,Reg,60,RL,None,None,OldTown,Y,47,Gable,Normal,,0,Pave,7,AllPub,3
323,109,40.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,24,168,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,1,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,70,RL,None,None,OldTown,N,36,Gable,Normal,,0,Pave,6,AllPub,6
324,84,62.0,Grvl,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,GdWo,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,1,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,30,RL,None,None,OldTown,N,49,Gable,Normal,,0,Pave,6,AllPub,59
325,94,39.0,Grvl,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,432,MetalSd,MetalSd,None,TA,1,BrkTil,2,Min2,2.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,Reg,50,RL,None,None,OldTown,Y,38,Gable,Normal,,0,Pave,8,AllPub,59
326,99,98.0,None,4,1Fam,No,Unf,Unf,0.0,Y,Artery,26,112,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,70,RL,None,None,OldTown,Y,73,Gable,Normal,,0,Pave,5,AllPub,1
327,69,0.0,None,2,1Fam,No,Unf,Unf,1.0,N,Artery,17,0,Stucco,Stucco,None,,0,PConc,1,Typ,0.0,None,None,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,RL,None,None,OldTown,N,17,Gable,Normal,,0,Pave,4,AllPub,59
328,89,60.0,Grvl,2,1Fam,No,Unf,Unf,0.0,N,Norm,20,0,Wd Sdng,Wd Sdng,None,,0,BrkTil,1,Typ,2.0,Fin,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,30,RL,None,None,OldTown,N,47,Gable,Normal,,0,Pave,4,AllPub,59
329,119,69.0,Grvl,1,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,VinylSd,VinylSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Corner,Reg,30,RL,None,None,OldTown,Y,29,Gable,Normal,,0,Pave,4,AllPub,11
330,40,0.0,None,6,Duplex,No,Unf,Unf,0.0,Y,Artery,20,0,MetalSd,MetalSd,None,,0,CBlock,2,Typ,3.0,RFn,Attchd,0,0,0,2,0,GasA,2Story,2,Lvl,Gtl,1,Corner,Reg,90,RL,Stone,None,NAmes,Y,56,Gable,Normal,,0,Pave,12,AllPub,40
331,46,0.0,None,3,1Fam,No,Rec,Unf,0.0,Y,Norm,18,0,HdBoard,HdBoard,GdWo,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,1,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,56,Gable,Normal,,0,Pave,6,AllPub,46
332,42,0.0,None,3,1Fam,No,BLQ,Rec,1.0,Y,Norm,20,156,HdBoard,HdBoard,MnPrv,Po,1,CBlock,1,Min1,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,None,None,NAmes,Y,54,Gable,Normal,,0,Pave,6,AllPub,42
333,51,27.0,None,2,1Fam,Mn,GLQ,Unf,1.0,Y,Norm,24,42,Wd Sdng,Wd Sdng,None,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,Shed,NAmes,Y,60,Hip,Normal,,0,Pave,6,AllPub,2
334,52,0.0,None,3,1Fam,No,Rec,Unf,0.0,Y,Norm,22,0,Plywood,Plywood,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,IR1,20,RL,Stone,None,NAmes,Y,56,Hip,Normal,,0,Pave,5,AllPub,52
335,51,0.0,None,2,1Fam,Gd,Unf,Unf,0.0,Y,Norm,18,64,Wd Sdng,Wd Sdng,None,Gd,1,CBlock,1,Typ,1.0,RFn,Basment,0,0,0,0,0,GasA,1Story,1,HLS,Mod,1,Inside,IR1,20,RL,BrkFace,None,NAmes,Y,58,Flat,Normal,,0,Pave,5,AllPub,51
336,59,39.0,None,3,1Fam,Av,Rec,Unf,0.0,N,Artery,22,0,Wd Sdng,Wd Sdng,None,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,1,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RL,None,None,NAmes,Y,56,Gable,Abnorml,,0,Pave,5,AllPub,59
337,51,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,BrkFace,BrkFace,GdWo,,0,CBlock,1,Typ,1.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,45,Hip,Normal,,0,Pave,6,AllPub,51
338,57,0.0,None,2,1Fam,No,ALQ,BLQ,1.0,Y,Norm,24,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,20,RL,None,None,NAmes,Y,45,Gable,Normal,,0,Pave,4,AllPub,57
339,50,0.0,None,3,1Fam,Av,GLQ,Rec,1.0,Y,Norm,20,0,BrkFace,Plywood,GdWo,,0,CBlock,1,Typ,1.0,RFn,Attchd,0,0,0,0,0,GasA,SLvl,1,Lvl,Gtl,1,Inside,Reg,80,RL,None,None,NAmes,Y,47,Gable,Normal,,0,Pave,6,AllPub,50
340,60,0.0,None,4,1Fam,No,Unf,Unf,0.0,Y,Artery,20,0,MetalSd,MetalSd,None,,0,CBlock,2,Typ,1.0,Unf,Detchd,1,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,Reg,50,RL,None,None,NAmes,Y,36,Gable,Normal,,0,Pave,6,AllPub,13
341,61,46.0,None,3,1Fam,No,LwQ,Unf,0.0,Y,Artery,20,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RL,None,None,NAmes,Y,56,Gable,Abnorml,,0,Pave,6,AllPub,15
342,45,0.0,None,4,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,None,,0,CBlock,1,Typ,2.0,Unf,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,60,RL,BrkFace,None,NAmes,Y,56,Gable,Normal,,0,Pave,8,AllPub,45
343,31,0.0,None,2,Duplex,Av,GLQ,Unf,1.0,Y,Norm,24,0,Plywood,Plywood,None,,0,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,SFoyer,1,Lvl,Gtl,1,Inside,IR1,90,RL,BrkFace,None,NAmes,Y,49,Gable,Normal,,0,Pave,4,AllPub,31
344,46,0.0,None,3,1Fam,No,BLQ,Unf,1.0,Y,Norm,20,0,HdBoard,HdBoard,None,Fa,1,CBlock,1,Typ,1.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,56,Hip,Normal,,0,Pave,6,AllPub,46
345,74,0.0,Grvl,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,40,Wd Sdng,Wd Sdng,None,,0,PConc,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,OldTown,P,56,Gable,Normal,,0,Pave,6,AllPub,11
346,99,10.0,Grvl,4,Duplex,Mn,LwQ,Unf,1.0,N,Norm,22,169,Wd Sdng,Wd Sdng,None,,0,CBlock,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,2,Lvl,Gtl,2,Inside,Reg,90,RM,None,None,OldTown,N,54,Gable,Normal,,0,Pave,12,AllPub,59
347,99,49.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,VinylSd,VinylSd,MnPrv,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,Reg,50,RM,None,None,OldTown,N,45,Gable,Normal,,0,Pave,6,AllPub,6
348,99,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,19,176,VinylSd,VinylSd,None,,0,CBlock,2,Typ,0.0,None,None,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,70,RM,None,None,OldTown,N,42,Gable,Normal,,0,Pave,7,AllPub,7
349,70,0.0,Grvl,3,1Fam,No,ALQ,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,MnPrv,Gd,1,BrkTil,1,Typ,2.0,Unf,Detchd,0,1,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,None,OldTown,Y,45,Gable,Normal,,0,Pave,7,AllPub,59
350,89,0.0,None,4,2fmCon,No,Unf,Unf,0.0,N,Artery,13,148,AsbShng,AsbShng,None,,0,BrkTil,2,Typ,0.0,None,None,0,0,0,0,0,GasA,2Story,2,Lvl,Gtl,1,Corner,Reg,190,RM,None,None,OldTown,N,25,Gable,Normal,,0,Pave,8,AllPub,59
351,99,0.0,Grvl,3,1Fam,No,Unf,Unf,0.0,N,Norm,17,244,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,Reg,50,RM,None,None,OldTown,N,38,Gable,Normal,,0,Pave,6,AllPub,59
352,59,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,24,0,Wd Sdng,Wd Sdng,MnPrv,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,OldTown,Y,45,Gable,Normal,,0,Pave,6,AllPub,39
353,89,0.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,20,128,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,30,RM,None,None,OldTown,N,34,Gable,Normal,,0,Pave,5,AllPub,59
354,69,25.0,None,1,1Fam,None,None,None,0.0,N,Norm,13,25,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,30,RM,None,None,OldTown,N,19,Gable,Normal,,0,Pave,4,AllPub,59
355,86,40.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,20,81,Stucco,Stucco,GdWo,,0,PConc,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,RM,None,None,OldTown,Y,45,Gable,Normal,,0,Pave,5,AllPub,59
356,99,64.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,160,VinylSd,VinylSd,None,,0,BrkTil,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,None,OldTown,N,38,Gable,Normal,,0,Pave,7,AllPub,59
357,109,30.0,None,3,1Fam,Mn,Unf,Unf,0.0,Y,Artery,24,0,Stucco,BrkFace,None,,0,BrkTil,2,Typ,1.0,Unf,Detchd,1,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,70,RM,None,None,OldTown,Y,58,Gable,Normal,,0,Pave,8,AllPub,59
358,92,0.0,Grvl,3,1Fam,No,Unf,Unf,1.0,Y,Norm,24,0,Stucco,Stucco,None,Gd,1,BrkTil,1,Typ,1.0,Unf,Attchd,1,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,None,OldTown,N,60,Gable,Normal,,0,Pave,5,AllPub,2
359,99,0.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,19,0,Stucco,Stucco,None,Gd,1,BrkTil,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,C (all),None,None,OldTown,N,31,Gable,Normal,,0,Pave,5,AllPub,59
360,89,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,176,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,OldTown,Y,52,Gable,Family,,0,Pave,6,AllPub,59
361,99,40.0,Grvl,4,1Fam,No,Unf,Unf,0.0,Y,Norm,24,238,MetalSd,MetalSd,MnPrv,,0,PConc,1,Typ,3.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,None,OldTown,Y,58,Gable,Normal,,0,Pave,8,AllPub,7
362,109,0.0,None,2,1Fam,No,Unf,Unf,0.0,N,Norm,13,94,AsbShng,AsbShng,None,,0,CBlock,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,30,C (all),None,None,IDOTRR,N,22,Mansard,Abnorml,,0,Pave,5,AllPub,59
363,86,0.0,None,3,1Fam,No,Unf,Unf,0.0,N,Norm,20,0,MetalSd,MetalSd,GdWo,Gd,1,BrkTil,1,Typ,1.0,Unf,BuiltIn,1,0,1,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,RL,None,None,BrkSide,Y,56,Gable,Normal,,0,Pave,6,AllPub,59
364,79,25.0,None,3,1Fam,No,Unf,Unf,0.0,Y,RRAn,24,0,WdShing,Wd Shng,None,Gd,1,CBlock,2,Typ,1.0,Unf,Detchd,1,0,1,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,70,RL,None,None,BrkSide,N,45,Gable,Normal,,0,Pave,7,AllPub,27
365,85,0.0,None,3,1Fam,No,Rec,Unf,0.0,Y,Norm,22,98,Stucco,Stucco,None,,0,BrkTil,1,Typ,1.0,Fin,Attchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RM,BrkFace,None,BrkSide,Y,45,Gable,Normal,,0,Pave,6,AllPub,59
366,84,1.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,22,51,MetalSd,MetalSd,MnPrv,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,RM,None,None,BrkSide,Y,45,Gable,Abnorml,,0,Pave,5,AllPub,10
367,71,0.0,None,3,1Fam,No,LwQ,Unf,0.0,Y,Norm,18,34,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,2,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,43,Gable,Normal,,0,Pave,6,AllPub,59
368,84,57.0,None,2,1Fam,No,LwQ,Unf,1.0,Y,Norm,18,105,Wd Sdng,Wd Sdng,None,,0,BrkTil,1,Typ,5.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,RM,None,None,BrkSide,P,43,Hip,Normal,,0,Pave,5,AllPub,59
369,94,15.0,Grvl,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,150,MetalSd,MetalSd,None,,0,PConc,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,None,OldTown,Y,54,Gable,Normal,,0,Pave,8,AllPub,59
370,94,0.0,Grvl,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,None,,0,BrkTil,2,Min2,1.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,Shed,OldTown,N,69,Gable,Normal,,0,Pave,8,AllPub,15
371,87,0.0,Grvl,4,Duplex,No,Unf,Unf,0.0,N,Norm,13,0,MetalSd,MetalSd,None,,0,BrkTil,2,Sev,0.0,None,None,1,0,0,0,0,GasA,2Story,2,Bnk,Gtl,1,Inside,Reg,90,RM,None,None,OldTown,Y,40,Hip,Abnorml,,0,Pave,11,AllPub,59
372,82,0.0,None,4,1Fam,No,BLQ,Unf,1.0,Y,Norm,16,213,Plywood,Plywood,MnPrv,,0,CBlock,2,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,None,IDOTRR,Y,56,Gable,Normal,,0,Pave,8,AllPub,59
373,94,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Feedr,24,112,Wd Sdng,Wd Sdng,None,,0,BrkTil,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,2Story,1,Bnk,Mod,1,Corner,IR2,70,RM,None,None,OldTown,Y,58,Gable,Normal,,0,Pave,7,AllPub,7
374,107,0.0,None,6,2fmCon,No,Rec,Unf,0.0,N,Feedr,11,102,MetalSd,MetalSd,None,,0,BrkTil,2,Typ,0.0,None,None,1,0,0,1,0,GasA,2.5Unf,1,Bnk,Gtl,1,Corner,IR3,190,RM,Stone,None,OldTown,N,64,Gable,Normal,,0,Pave,9,AllPub,9
375,82,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,18,148,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RM,None,None,IDOTRR,Y,54,Gable,Normal,,0,Pave,4,AllPub,59
376,86,0.0,Grvl,1,1Fam,Av,BLQ,Rec,1.0,Y,Norm,15,105,MetalSd,MetalSd,None,,0,PConc,1,Min2,0.0,None,None,0,1,0,0,0,GasA,SFoyer,1,Lvl,Gtl,1,Inside,Reg,85,RM,None,None,IDOTRR,N,35,Hip,Abnorml,,0,Pave,5,AllPub,59
377,94,0.0,Grvl,3,2fmCon,No,Rec,ALQ,1.0,Y,Artery,26,288,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,1,0,GasA,2Story,1,Bnk,Gtl,2,Inside,Reg,190,RM,None,None,IDOTRR,Y,56,Gable,Normal,,0,Pave,7,AllPub,44
378,63,0.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,26,24,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,CarPort,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,None,None,Sawyer,Y,32,Gable,Normal,,0,Pave,4,AllPub,8
379,22,0.0,None,3,Duplex,Gd,GLQ,Unf,3.0,Y,Norm,19,0,Plywood,Plywood,None,,0,CBlock,3,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,90,RL,None,None,Edwards,Y,42,Gable,Alloca,,0,Pave,5,AllPub,21
380,31,0.0,None,2,Duplex,Gd,GLQ,Unf,2.0,Y,Norm,20,0,Plywood,Plywood,None,,0,PConc,2,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,SFoyer,2,Lvl,Gtl,2,Inside,IR1,90,RL,None,None,Edwards,N,47,Gable,Normal,,0,Pave,6,AllPub,31
381,75,0.0,None,4,1Fam,No,Unf,Unf,1.0,N,Norm,16,0,MetalSd,MetalSd,None,,0,PConc,2,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RL,None,None,Edwards,N,41,Gable,Normal,,0,Pave,6,AllPub,59
382,42,17.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,None,Po,1,CBlock,1,Typ,1.0,Fin,Attchd,1,0,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,Sawyer,Y,45,Hip,Abnorml,,0,Pave,6,AllPub,42
