,TotRmsAbvGrd,1stFlrSF,OverallQual,FullBath,LotFrontage,YearRemodAdd,YearBuilt,GrLivArea,ExterQual_3.0,ExterQual_5.0,ExterQual_7.0,ExterQual_9.0,ExterQual_nan
826,5,784,5,1,50.0,1950,1924,784,0,1,0,0,0
827,6,1434,7,2,65.0,2001,2001,1434,0,0,1,0,0
828,7,1160,5,2,0.0,1967,1967,2126,0,1,0,0,0
829,4,520,7,2,24.0,2005,2005,1223,0,0,1,0,0
830,6,1392,6,1,80.0,1957,1957,1392,0,1,0,0,0
831,4,520,7,2,30.0,2005,2005,1200,0,1,0,0,0
832,7,941,7,2,44.0,2003,2003,1829,0,0,1,0,0
833,6,1516,6,1,100.0,1964,1964,1516,0,1,0,0,0
834,6,1144,5,1,75.0,1961,1961,1144,0,1,0,0,0
835,4,1067,4,2,60.0,1995,1950,1067,0,1,0,0,0
836,5,1559,5,1,90.0,1973,1948,1559,0,1,0,0,0
837,5,483,6,1,21.0,1973,1973,987,0,1,0,0,0
838,6,1099,5,1,75.0,2006,1995,1099,0,1,0,0,0
839,6,768,5,1,70.0,1995,1946,1200,0,1,0,0,0
840,7,810,6,2,0.0,1950,1925,1482,0,1,0,0,0
841,8,958,5,2,60.0,2002,1904,1539,0,1,0,0,0
842,6,1165,6,1,82.0,1966,1966,1165,0,1,0,0,0
843,10,1800,5,2,80.0,1961,1961,1800,0,1,0,0,0
844,7,876,5,1,100.0,1950,1915,1416,0,1,0,0,0
845,6,1701,5,2,0.0,1981,1975,1701,0,1,0,0,0
846,7,1006,7,2,75.0,1993,1993,1775,0,0,1,0,0
847,5,864,5,1,36.0,1972,1972,864,0,1,0,0,0
848,10,1307,6,3,75.0,1997,1908,2358,0,1,0,0,0
849,7,1094,6,2,80.0,1994,1976,1855,0,0,1,0,0
850,3,848,6,1,36.0,2003,2003,848,0,0,1,0,0
851,7,1456,8,2,0.0,2003,2003,1456,0,0,1,0,0
852,7,918,7,2,53.0,1950,1941,1646,0,1,0,0,0
853,7,1445,6,1,0.0,1964,1964,1445,0,1,0,0,0
854,6,1779,5,1,102.0,1974,1955,1779,0,1,0,0,0
855,6,1040,5,1,0.0,2010,1962,1040,0,1,0,0,0
856,5,1026,6,1,0.0,1978,1978,1026,0,1,0,0,0
857,6,702,6,2,65.0,1995,1994,1481,0,1,0,0,0
858,6,1370,7,2,80.0,1976,1976,1370,0,1,0,0,0
859,9,1512,6,2,0.0,1984,1968,2654,0,1,0,0,0
860,7,912,7,1,55.0,1998,1918,1426,0,0,1,0,0
861,6,1039,5,1,75.0,1965,1965,1039,0,1,0,0,0
862,6,1097,6,2,81.0,1985,1984,1097,0,1,0,0,0
863,6,1148,5,1,70.0,1959,1959,1148,0,1,0,0,0
864,6,1372,7,2,72.0,2008,2007,1372,0,0,1,0,0
865,5,1002,5,1,0.0,1970,1970,1002,0,1,0,0,0
866,6,1646,8,2,67.0,2007,2006,1646,0,0,1,0,0
867,5,1120,4,1,85.0,1961,1961,1120,0,1,0,0,0
868,7,1547,5,2,0.0,1950,1948,2320,0,1,0,0,0
869,8,1062,7,2,80.0,1994,1993,1949,0,0,1,0,0
870,5,894,5,1,60.0,1962,1962,894,0,1,0,0,0
871,7,804,6,2,70.0,1998,1998,1682,0,1,0,0,0
872,5,910,5,1,74.0,1996,1953,910,0,0,1,0,0
873,6,1036,5,1,60.0,1950,1949,1268,0,0,1,0,0
874,5,676,5,1,52.0,1950,1941,1131,0,1,0,0,0
875,11,1184,8,2,75.0,2007,2007,2610,0,0,1,0,0
876,5,1040,4,1,94.0,1963,1963,1040,0,1,0,0,0
877,10,1462,9,2,74.0,2005,2004,2224,0,0,1,0,0
878,6,1155,5,1,88.0,1995,1961,1155,0,1,0,0,0
879,6,864,5,1,0.0,2005,1978,864,0,0,1,0,0
880,5,1090,5,1,60.0,2006,2005,1090,0,1,0,0,0
881,7,1187,7,2,44.0,1991,1990,1717,0,0,1,0,0
882,7,808,6,2,0.0,1993,1992,1593,0,1,0,0,0
883,10,954,4,1,60.0,1950,1912,2230,0,0,1,0,0
884,5,892,5,1,65.0,1967,1967,892,0,1,0,0,0
885,5,1709,9,2,50.0,2000,1999,1709,0,0,1,0,0
886,8,1712,5,2,70.0,2005,1959,1712,0,1,0,0,0
887,8,872,5,1,59.0,1955,1955,1393,0,1,0,0,0
888,8,2217,8,2,95.0,1970,1970,2217,0,0,1,0,0
889,6,1505,6,1,128.0,1953,1953,1505,0,1,0,0,0
890,6,672,5,1,60.0,2006,1949,924,0,1,0,0,0
891,7,918,6,2,70.0,1978,1978,1683,0,1,0,0,0
892,6,1068,6,1,70.0,2003,1963,1068,0,1,0,0,0
893,6,1383,5,1,0.0,1954,1954,1383,0,1,0,0,0
894,8,1535,5,2,64.0,1979,1979,1535,0,1,0,0,0
895,8,983,6,1,71.0,1963,1963,1796,0,1,0,0,0
896,6,951,4,1,50.0,1950,1936,951,0,1,0,0,0
897,12,1120,5,2,64.0,1979,1979,2240,0,1,0,0,0
898,11,2364,9,2,100.0,2010,2009,2364,0,0,0,1,0
899,6,1236,5,1,65.0,1994,1961,1236,0,1,0,0,0
900,4,858,4,1,0.0,1971,1971,858,0,1,0,0,0
901,5,1306,5,1,64.0,2000,1957,1306,0,1,0,0,0
902,8,807,7,2,63.0,2003,2003,1509,0,0,1,0,0
903,7,1670,7,2,50.0,2006,2006,1670,0,0,1,0,0
904,6,902,5,1,0.0,1967,1967,902,0,1,0,0,0
905,6,1063,5,1,80.0,1954,1954,1063,0,1,0,0,0
906,8,1636,8,2,116.0,2006,2006,1636,0,0,1,0,0
907,6,1020,7,1,86.0,1987,1936,2057,0,0,1,0,0
908,5,902,5,1,0.0,1983,1983,902,0,1,0,0,0
909,8,742,6,2,149.0,2005,2005,1484,0,0,1,0,0
910,12,1105,5,2,80.0,1960,1960,2274,0,1,0,0,0
911,5,1268,5,1,0.0,1989,1977,1268,0,1,0,0,0
912,6,1015,5,1,51.0,1950,1925,1015,0,1,0,0,0
913,8,1001,5,2,82.0,1950,1949,2002,0,1,0,0,0
914,4,612,6,2,30.0,2009,2009,1224,0,0,1,0,0
915,6,546,4,1,21.0,1970,1970,1092,0,1,0,0,0
916,4,480,2,0,50.0,1950,1949,480,0,1,0,0,0
917,6,1229,4,1,0.0,1956,1956,1229,0,1,0,0,0
918,8,912,7,2,103.0,1991,1991,2127,0,0,1,0,0
919,6,1414,6,1,87.0,2002,1958,1414,0,0,0,1,0
920,7,936,6,2,70.0,1994,1994,1721,0,0,1,0,0
921,9,1272,5,2,67.0,2003,1900,2200,0,1,0,0,0
922,6,1316,6,2,65.0,2006,2005,1316,0,0,1,0,0
923,5,1617,6,2,50.0,1994,1993,1617,0,0,1,0,0
924,7,1686,6,2,79.0,1980,1980,1686,0,1,0,0,0
925,6,1126,5,2,0.0,1977,1977,1126,0,1,0,0,0
926,10,1234,8,2,93.0,2004,2003,2374,0,0,1,0,0
927,9,1098,7,2,0.0,1968,1968,1978,0,1,0,0,0
928,7,1788,8,2,0.0,2001,2001,1788,0,0,1,0,0
929,8,993,7,2,0.0,1997,1997,2236,0,1,0,0,0
930,7,1466,8,2,73.0,2007,2007,1466,0,0,1,0,0
931,5,925,5,1,70.0,1965,1965,925,0,1,0,0,0
932,8,1905,9,2,84.0,2006,2006,1905,0,0,0,1,0
933,6,1500,7,2,63.0,2004,2004,1500,0,0,1,0,0
934,9,2069,7,2,313.0,2007,1960,2069,0,1,0,0,0
935,5,747,4,1,52.0,1953,1926,747,0,1,0,0,0
936,5,1200,7,2,67.0,2003,2003,1200,0,0,1,0,0
937,8,1113,7,2,75.0,2005,2005,1971,0,0,1,0,0
938,7,1391,7,2,73.0,2006,2006,1962,0,0,1,0,0
939,10,1207,7,2,0.0,1950,1940,2403,0,1,0,0,0
940,8,1728,6,2,55.0,1976,1976,1728,0,1,0,0,0
941,8,1022,7,2,0.0,1999,1999,2060,0,0,1,0,0
942,8,1440,4,2,42.0,1977,1977,1440,0,1,0,0,0
943,8,1632,5,2,100.0,1967,1967,1632,0,1,0,0,0
944,7,1344,6,1,0.0,1958,1958,1344,0,1,0,0,0
945,7,1188,5,1,98.0,1996,1890,1869,0,1,0,0,0
946,6,1144,5,1,70.0,1959,1959,1144,0,1,0,0,0
947,9,1629,8,2,85.0,2003,2002,1629,0,0,1,0,0
948,7,936,7,2,65.0,2002,2002,1776,0,0,1,0,0
949,5,1381,6,1,78.0,2006,1972,1381,0,1,0,0,0
950,5,864,5,1,60.0,2002,1950,864,0,1,0,0,0
951,6,965,5,1,60.0,1965,1965,965,0,1,0,0,0
952,5,768,5,1,60.0,2003,1972,768,0,1,0,0,0
953,7,1168,5,2,0.0,1969,1969,1968,0,1,0,0,0
954,4,980,6,2,35.0,1975,1975,980,0,1,0,0,0
955,8,979,6,2,82.0,1950,1946,1958,0,1,0,0,0
956,5,561,6,1,24.0,1980,1980,1229,0,1,0,0,0
957,6,1057,5,1,70.0,1962,1962,1057,0,1,0,0,0
958,6,1337,7,2,65.0,2003,2003,1337,0,0,1,0,0
959,6,696,7,2,24.0,1999,1999,1416,0,0,1,0,0
960,4,858,5,1,50.0,2008,1958,858,0,1,0,0,0
961,11,1542,6,2,0.0,1995,1977,2872,0,1,0,0,0
962,7,804,6,2,24.0,1976,1976,1548,0,1,0,0,0
963,7,1800,9,2,122.0,2007,2007,1800,0,0,1,0,0
964,8,824,7,2,80.0,2003,2002,1894,0,0,1,0,0
965,8,783,6,2,65.0,2007,2005,1484,0,0,1,0,0
966,7,976,5,1,130.0,1950,1940,1308,0,0,1,0,0
967,6,1098,5,1,0.0,1955,1955,1098,0,1,0,0,0
968,6,600,3,1,50.0,1950,1910,968,0,1,0,0,0
969,6,1095,6,1,75.0,1958,1958,1095,0,1,0,0,0
970,6,720,4,1,60.0,1950,1949,1192,0,1,0,0,0
971,6,764,7,2,36.0,2004,2003,1626,0,0,1,0,0
972,5,918,6,2,55.0,1979,1979,918,0,1,0,0,0
973,6,1428,7,2,95.0,2008,2007,1428,0,0,1,0,0
974,8,1136,7,1,60.0,1993,1910,2019,0,1,0,0,0
975,6,673,7,2,0.0,2000,2000,1382,0,0,1,0,0
976,4,869,4,1,51.0,1958,1923,869,0,1,0,0,0
977,4,1241,7,1,35.0,2007,2006,1241,0,0,1,0,0
978,5,894,4,1,68.0,1954,1954,894,0,1,0,0,0
979,5,1121,5,1,80.0,1963,1963,1121,0,1,0,0,0
980,6,999,7,1,0.0,2007,1961,999,0,0,0,1,0
981,8,1276,8,2,98.0,1999,1998,2612,0,0,1,0,0
982,6,1266,7,2,43.0,2007,2007,1266,0,0,1,0,0
983,9,1149,8,2,0.0,2002,2002,2290,0,0,1,0,0
984,8,1302,5,2,75.0,1977,1977,1734,0,1,0,0,0
985,5,1164,5,1,68.0,1950,1950,1164,0,1,0,0,0
986,5,1001,6,1,59.0,2003,1910,1635,0,1,0,0,0
987,8,1940,9,2,83.0,2010,2009,1940,0,0,0,1,0
988,8,1118,6,2,0.0,1976,1976,2030,0,1,0,0,0
989,6,778,7,2,65.0,2006,2006,1576,0,0,1,0,0
990,7,1407,8,2,82.0,1998,1997,2392,0,0,1,0,0
991,8,916,8,1,121.0,1986,1882,1742,0,0,1,0,0
992,7,1020,6,2,80.0,1993,1964,1851,0,1,0,0,0
993,6,750,6,2,68.0,2006,2005,1500,0,1,0,0,0
994,7,1718,10,2,96.0,2007,2006,1718,0,0,0,1,0
995,5,774,4,1,51.0,1950,1946,1230,0,1,0,0,0
996,6,1050,5,1,0.0,1961,1961,1050,0,1,0,0,0
997,6,1442,6,2,0.0,1970,1970,1442,0,1,0,0,0
998,6,1077,3,1,60.0,1950,1922,1077,0,1,0,0,0
999,6,1208,7,2,64.0,2006,2006,1208,0,0,1,0,0
1000,4,944,3,1,74.0,1952,1952,944,0,1,0,0,0
1001,4,691,5,1,60.0,1950,1920,691,0,1,0,0,0
1002,7,1574,8,2,75.0,2006,2006,1574,0,0,1,0,0
1003,8,1680,5,2,0.0,1976,1976,1680,0,1,0,0,0
1004,7,1504,7,2,43.0,2006,2005,1504,0,0,1,0,0
1005,6,985,5,2,65.0,1977,1977,985,0,0,1,0,0
1006,7,1657,6,2,0.0,1970,1970,1657,0,1,0,0,0
1007,6,546,4,1,21.0,1970,1970,1092,0,1,0,0,0
1008,7,1710,7,2,43.0,2005,2004,1710,0,0,1,0,0
1009,7,1008,5,2,60.0,1950,1926,1522,0,1,0,0,0
1010,7,720,5,2,115.0,1950,1948,1271,0,1,0,0,0
1011,8,1664,5,2,75.0,1965,1965,1664,0,1,0,0,0
1012,7,900,6,1,55.0,1996,1923,1502,0,1,0,0,0
1013,4,1022,5,1,60.0,2006,1910,1022,0,1,0,0,0
1014,5,1082,6,1,60.0,1950,1948,1082,0,1,0,0,0
1015,6,810,8,2,70.0,2001,2001,1665,0,0,1,0,0
1016,6,1504,7,2,73.0,1996,1996,1504,0,0,1,0,0
1017,4,1360,8,1,0.0,1984,1984,1360,0,0,1,0,0
1018,7,802,7,2,0.0,1992,1991,1472,0,0,1,0,0
1019,6,1506,7,2,43.0,2005,2005,1506,0,0,1,0,0
1020,5,1132,4,1,60.0,2005,2005,1132,0,1,0,0,0
1021,6,1220,7,2,64.0,2006,2006,1220,0,0,1,0,0
1022,6,912,5,1,52.0,1950,1930,1248,0,1,0,0,0
1023,7,1504,7,2,43.0,2006,2005,1504,0,0,1,0,0
1024,10,2898,8,2,0.0,1976,1976,2898,0,0,1,0,0
1025,5,882,5,1,70.0,1972,1972,882,0,1,0,0,0
1026,6,1264,5,1,73.0,1960,1960,1264,0,1,0,0,0
1027,7,1646,8,2,71.0,2008,2007,1646,0,0,1,0,0
1028,6,968,5,1,79.0,1950,1941,1376,0,1,0,0,0
1029,7,672,6,1,21.0,1972,1972,1218,0,1,0,0,0
1030,10,948,5,2,0.0,1995,1916,1928,0,1,0,0,0
1031,12,1687,7,2,102.0,1970,1920,3082,0,1,0,0,0
1032,10,1352,8,2,0.0,1993,1993,2520,0,0,1,0,0
1033,6,1654,7,2,0.0,2002,2002,1654,0,0,1,0,0
1034,5,954,5,1,50.0,1950,1938,954,0,1,0,0,0
1035,5,845,4,1,0.0,1957,1957,845,0,1,0,0,0
1036,6,1620,9,2,89.0,2008,2007,1620,0,0,1,0,0
1037,7,1055,8,2,0.0,2002,2001,2263,0,0,1,0,0
1038,6,798,4,1,21.0,2008,1970,1344,0,1,0,0,0
1039,3,630,4,1,21.0,1970,1970,630,0,1,0,0,0
1040,8,1803,5,2,88.0,2000,1957,1803,0,1,0,0,0
1041,7,800,6,1,0.0,2000,1966,1632,0,1,0,0,0
1042,5,1306,6,2,34.0,2005,2005,1306,0,0,1,0,0
1043,10,1532,7,2,86.0,1990,1990,2329,0,1,0,0,0
1044,9,2524,8,2,80.0,1981,1981,2524,0,0,1,0,0
1045,8,1733,3,2,0.0,1955,1955,1733,0,1,0,0,0
1046,11,1992,9,3,85.0,2006,2005,2868,0,0,1,0,0
1047,5,990,5,1,57.0,1995,1994,990,0,1,0,0,0
1048,9,1771,5,1,100.0,2006,1960,1771,0,1,0,0,0
1049,6,930,4,1,60.0,2006,1946,930,0,1,0,0,0
1050,6,1302,7,2,73.0,2007,2007,1302,0,0,1,0,0
1051,6,1316,7,2,103.0,2007,2007,1316,0,0,1,0,0
1052,9,1127,6,1,100.0,1978,1964,1977,0,1,0,0,0
1053,7,1526,5,1,68.0,2002,1957,1526,0,1,0,0,0
1054,7,1091,8,2,90.0,2002,2002,1989,0,0,1,0,0
1055,7,1523,6,2,104.0,1976,1976,1523,0,1,0,0,0
1056,6,1364,7,2,43.0,2005,2005,1364,0,0,1,0,0
1057,7,979,7,2,0.0,1994,1994,1850,0,0,1,0,0
1058,10,1130,9,2,96.0,2008,2008,2184,0,0,0,1,0
1059,7,1096,6,1,0.0,1950,1932,1991,0,1,0,0,0
1060,6,1338,8,2,41.0,2001,2001,1338,0,0,1,0,0
1061,6,894,3,1,120.0,1950,1935,894,1,0,0,0,0
1062,10,1422,5,2,85.0,1950,1900,2337,0,1,0,0,0
1063,5,1103,6,1,50.0,1980,1925,1103,0,1,0,0,0
1064,6,1154,5,1,0.0,1966,1966,1154,0,1,0,0,0
1065,7,1306,7,2,80.0,1997,1996,2260,0,0,1,0,0
1066,7,799,6,2,59.0,1994,1993,1571,0,0,1,0,0
1067,7,798,6,1,80.0,1964,1964,1611,0,1,0,0,0
1068,10,1291,6,2,42.0,1973,1973,2521,0,1,0,0,0
1069,4,893,5,1,60.0,2003,1949,893,0,1,0,0,0
1070,6,1048,5,1,72.0,1956,1956,1048,0,1,0,0,0
1071,8,829,6,1,78.0,1968,1968,1556,0,1,0,0,0
1072,7,1002,5,1,50.0,1950,1948,1456,0,1,0,0,0
1073,6,698,6,1,75.0,1977,1977,1426,0,1,0,0,0
1074,5,1240,7,2,74.0,2006,2006,1240,0,0,1,0,0
1075,6,960,7,1,75.0,1984,1940,1740,0,1,0,0,0
1076,7,1096,5,2,60.0,1989,1936,1466,0,1,0,0,0
1077,6,1096,5,1,0.0,1969,1969,1096,0,1,0,0,0
1078,3,848,6,1,37.0,2004,2004,848,0,0,1,0,0
1079,5,990,5,1,65.0,1994,1994,990,0,1,0,0,0
1080,5,1258,6,2,80.0,2004,1971,1258,0,0,1,0,0
1081,5,1040,5,1,75.0,1963,1963,1040,0,1,0,0,0
1082,6,1459,7,2,70.0,2002,2002,1459,0,0,1,0,0
1083,6,1251,6,1,80.0,1964,1964,1251,0,1,0,0,0
1084,6,691,6,2,0.0,1996,1995,1498,0,1,0,0,0
1085,5,996,6,1,73.0,1992,1992,996,0,1,0,0,0
1086,6,546,4,1,0.0,1973,1973,1092,0,1,0,0,0
1087,9,1082,8,2,85.0,2006,2005,1953,0,0,1,0,0
1088,7,970,7,2,24.0,2004,2004,1709,0,0,1,0,0
1089,4,1247,8,1,37.0,2005,2005,1247,0,0,1,0,0
1090,6,1040,3,2,60.0,1950,1950,1040,0,1,0,0,0
1091,4,624,7,2,24.0,2000,1999,1252,0,0,1,0,0
1092,7,1390,6,2,60.0,1950,1925,1694,0,1,0,0,0
1093,6,1200,5,1,71.0,1998,1965,1200,0,1,0,0,0
1094,4,936,5,1,74.0,2000,1956,936,0,1,0,0,0
1095,6,1314,6,2,78.0,2006,2006,1314,0,0,1,0,0
1096,7,773,6,1,60.0,2006,1914,1355,0,1,0,0,0
1097,5,1088,8,1,0.0,1986,1986,1088,0,0,1,0,0
1098,6,757,4,1,50.0,1950,1936,1324,0,1,0,0,0
1099,7,1601,7,2,82.0,1978,1978,1601,0,1,0,0,0
1100,3,438,2,1,60.0,1950,1920,438,0,1,0,0,0
1101,5,950,5,1,61.0,1971,1971,950,0,1,0,0,0
1102,6,1134,5,1,70.0,2002,1960,1134,0,1,0,0,0
1103,6,1194,6,1,79.0,1959,1959,1194,0,1,0,0,0
1104,6,630,5,2,24.0,1970,1970,1302,0,1,0,0,0
1105,9,1500,8,2,98.0,1995,1994,2622,0,0,1,0,0
1106,6,1442,7,2,114.0,1991,1990,1442,0,0,1,0,0
1107,9,887,7,2,168.0,2006,2006,2021,0,0,1,0,0
1108,7,948,6,2,0.0,2000,2000,1690,0,1,0,0,0
1109,7,1836,8,2,107.0,2005,2004,1836,0,0,1,0,0
1110,8,773,6,2,0.0,1996,1995,1658,0,1,0,0,0
1111,8,1098,7,2,80.0,1976,1976,1964,0,1,0,0,0
1112,5,816,5,1,73.0,1957,1957,816,0,1,0,0,0
1113,6,1008,5,1,66.0,2006,1953,1008,0,1,0,0,0
1114,4,833,5,1,90.0,2000,1954,833,0,1,0,0,0
1115,7,1734,8,2,93.0,2007,2007,1734,0,0,1,0,0
1116,7,779,8,2,0.0,2002,2002,1419,0,0,1,0,0
1117,5,894,5,1,57.0,2003,1967,894,0,1,0,0,0
1118,6,1021,5,1,85.0,1987,1958,1601,0,1,0,0,0
1119,6,1040,5,1,70.0,1959,1959,1040,0,1,0,0,0
1120,6,1012,6,1,59.0,1950,1920,1012,0,1,0,0,0
1121,7,1552,7,2,84.0,2006,2005,1552,0,0,1,0,0
1122,5,960,4,1,0.0,1956,1956,960,0,1,0,0,0
1123,4,698,5,1,50.0,2008,1947,698,0,1,0,0,0
1124,7,812,7,2,0.0,1992,1992,1482,0,1,0,0,0
1125,5,1005,4,1,60.0,1955,1955,1005,0,1,0,0,0
1126,7,1555,7,2,53.0,2007,2007,1555,0,0,1,0,0
1127,7,1530,7,2,182.0,2004,2004,1530,0,0,1,0,0
1128,8,847,7,2,59.0,2005,2004,1959,0,0,1,0,0
1129,4,936,5,1,60.0,1980,1980,936,0,1,0,0,0
1130,7,1328,4,2,65.0,1950,1928,1981,0,1,0,0,0
1131,5,974,5,1,63.0,1992,1991,974,0,1,0,0,0
1132,8,1178,6,2,90.0,1950,1880,2210,0,1,0,0,0
1133,8,1142,8,2,80.0,1995,1995,2020,0,0,1,0,0
1134,7,916,6,2,57.0,1997,1997,1600,0,1,0,0,0
1135,5,986,6,1,60.0,1950,1926,986,0,1,0,0,0
1136,6,1032,6,1,80.0,1950,1950,1252,0,1,0,0,0
1137,6,780,5,1,54.0,1996,1875,1020,0,1,0,0,0
1138,5,1567,6,2,0.0,1977,1977,1567,0,1,0,0,0
1139,6,1167,5,1,98.0,1950,1920,1167,0,1,0,0,0
1140,4,952,5,1,60.0,1951,1951,952,0,1,0,0,0
1141,9,1088,5,2,0.0,1976,1976,1868,0,1,0,0,0
1142,11,1466,8,3,77.0,2007,2006,2828,0,0,1,0,0
1143,5,1006,5,1,0.0,1959,1959,1006,0,1,0,0,0
1144,5,672,4,1,60.0,1950,1941,924,0,1,0,0,0
1145,8,1042,5,1,52.0,1950,1928,1576,0,1,0,0,0
1146,5,1298,6,2,0.0,1985,1985,1298,0,0,1,0,0
1147,7,860,7,1,75.0,1950,1941,1564,0,1,0,0,0
1148,5,572,7,1,0.0,1950,1926,1111,0,1,0,0,0
1149,7,832,7,1,50.0,1988,1920,1482,0,1,0,0,0
1150,4,932,6,1,57.0,1950,1950,932,0,1,0,0,0
1151,6,1466,5,1,134.0,1959,1959,1466,0,1,0,0,0
1152,6,1811,6,1,90.0,2004,1956,1811,0,1,0,0,0
1153,5,816,6,1,0.0,2007,1930,816,0,0,1,0,0
1154,8,902,7,1,0.0,1988,1965,1820,0,1,0,0,0
1155,6,1437,5,2,90.0,2004,1976,1437,0,0,1,0,0
1156,6,1265,5,2,85.0,1999,1965,1265,0,1,0,0,0
1157,6,1314,7,2,34.0,2008,2007,1314,0,0,1,0,0
1158,7,1580,8,2,92.0,2008,2007,1580,0,0,1,0,0
1159,8,943,6,2,76.0,1974,1974,1876,0,0,1,0,0
1160,7,855,6,2,24.0,1978,1978,1456,0,1,0,0,0
1161,7,1640,6,1,0.0,2006,1954,1640,0,0,1,0,0
1162,5,894,5,1,109.0,1968,1968,894,0,1,0,0,0
1163,6,1258,4,0,60.0,1969,1969,1258,0,1,0,0,0
1164,5,1432,5,1,0.0,1978,1978,1432,0,1,0,0,0
1165,7,1502,7,2,79.0,2009,2009,1502,0,0,1,0,0
1166,7,1694,8,2,64.0,2008,2008,1694,0,0,1,0,0
1167,7,959,6,2,58.0,2000,2000,1671,0,1,0,0,0
1168,7,1236,6,2,120.0,1986,1935,2108,0,1,0,0,0
1169,10,1831,10,3,118.0,1996,1995,3627,0,0,1,0,0
1170,6,1118,6,1,76.0,1977,1977,1118,0,1,0,0,0
1171,6,1261,6,1,76.0,1958,1958,1261,0,1,0,0,0
1172,5,625,7,2,35.0,2007,2006,1250,0,0,1,0,0
1173,12,1636,5,3,138.0,1994,1946,3086,0,1,0,0,0
1174,9,1170,6,2,80.0,1950,1932,2345,0,1,0,0,0
1175,9,2129,8,2,85.0,2000,1992,2872,0,0,1,0,0
1176,5,923,5,1,37.0,1985,1984,923,0,1,0,0,0
1177,5,818,6,1,0.0,2004,1926,1224,0,1,0,0,0
1178,7,820,5,1,54.0,1950,1921,1343,0,1,0,0,0
1179,5,1124,5,1,77.0,1954,1954,1124,0,1,0,0,0
1180,8,1298,7,2,0.0,1991,1990,2514,0,1,0,0,0
1181,5,1652,8,2,64.0,2008,2008,1652,0,0,0,1,0
1182,10,2411,10,3,160.0,1996,1996,4476,0,0,1,0,0
1183,5,1130,5,1,60.0,1950,1920,1130,0,1,0,0,0
1184,5,1572,5,1,50.0,1963,1963,1572,0,1,0,0,0
1185,7,949,5,1,60.0,1950,1924,1221,0,1,0,0,0
1186,7,1014,3,2,107.0,1970,1900,1699,0,1,0,0,0
1187,5,1624,8,2,89.0,1995,1994,1624,0,0,1,0,0
1188,7,831,7,2,68.0,2002,2002,1660,0,0,1,0,0
1189,7,1028,7,2,60.0,1999,1999,1804,0,1,0,0,0
1190,7,1622,4,1,0.0,1975,1961,1622,0,1,0,0,0
1191,5,764,8,2,24.0,2000,1999,1441,0,0,1,0,0
1192,6,842,5,1,60.0,1994,1925,1472,0,1,0,0,0
1193,5,1224,6,2,0.0,1999,1999,1224,0,1,0,0,0
1194,7,663,6,1,80.0,1969,1969,1352,0,1,0,0,0
1195,8,728,6,2,51.0,2005,2005,1456,0,1,0,0,0
1196,9,879,7,2,58.0,2006,2006,1863,0,0,1,0,0
1197,7,815,7,1,65.0,1950,1916,1690,0,1,0,0,0
1198,6,1212,7,2,70.0,2001,2001,1212,0,0,1,0,0
1199,6,1382,4,1,75.0,1979,1963,1382,0,1,0,0,0
1200,5,864,4,1,71.0,1970,1970,864,0,1,0,0,0
1201,6,866,7,2,80.0,1998,1998,1779,0,1,0,0,0
1202,5,884,5,1,50.0,1997,1925,1348,0,1,0,0,0
1203,6,1630,7,2,75.0,2001,2000,1630,0,0,1,0,0
1204,6,1074,5,1,78.0,1975,1975,1074,0,1,0,0,0
1205,7,2196,7,2,90.0,1991,1990,2196,0,0,1,0,0
1206,5,1056,4,1,0.0,1966,1966,1056,0,1,0,0,0
1207,7,1700,6,2,70.0,2003,2003,1700,0,0,1,0,0
1208,6,1283,5,1,70.0,1980,1962,1283,0,1,0,0,0
1209,8,1660,8,2,85.0,2006,2006,1660,0,0,1,0,0
1210,8,1055,6,2,70.0,1992,1992,1845,0,0,1,0,0
1211,8,1080,8,2,152.0,2005,1988,1752,0,0,1,0,0
1212,4,672,4,1,50.0,1950,1941,672,0,1,0,0,0
1213,3,960,4,0,0.0,2001,1965,960,0,1,0,0,0
1214,6,999,5,1,69.0,1962,1962,999,0,1,0,0,0
1215,5,894,5,1,99.0,1966,1966,894,0,1,0,0,0
1216,8,1318,6,2,68.0,1978,1978,1902,0,1,0,0,0
1217,6,1314,8,2,72.0,2009,2009,1314,0,0,1,0,0
1218,3,672,4,1,52.0,1950,1947,912,0,1,0,0,0
1219,7,672,6,1,21.0,1971,1971,1218,0,1,0,0,0
1220,5,912,5,1,66.0,1964,1964,912,0,1,0,0,0
1221,5,1211,5,1,55.0,1968,1968,1211,0,1,0,0,0
1222,7,1168,6,2,78.0,1950,1949,1846,0,1,0,0,0
1223,7,2136,5,2,89.0,1951,1951,2136,0,1,0,0,0
1224,8,788,7,2,60.0,2005,2004,1490,0,0,1,0,0
1225,6,1138,6,1,65.0,1958,1958,1138,0,1,0,0,0
1226,9,894,6,2,86.0,2007,2007,1933,0,0,1,0,0
1227,5,912,5,1,72.0,2008,1965,912,0,1,0,0,0
1228,7,1702,9,1,65.0,2008,2008,1702,0,0,0,1,0
1229,7,1507,5,2,70.0,1960,1960,1507,0,1,0,0,0
1230,12,1361,5,2,0.0,1977,1977,2620,0,1,0,0,0
1231,6,1190,5,1,70.0,1962,1962,1190,0,1,0,0,0
1232,6,1224,4,2,70.0,1962,1962,1224,0,1,0,0,0
1233,6,1188,5,1,0.0,1959,1959,1188,0,1,0,0,0
